Label 1,Label 2,Label 3,Label 4,Label 5
agama,fox_squirrel,macaque,isopod,water_ouzel
drumstick,pole,bow,broom,swing
analog_clock,projectile,wall_clock,tripod,chime
analog_clock,pole,wall_clock,projectile,syringe
black_grouse,nail,partridge,prairie_chicken,ballpoint
projectile,syringe,missile,rule,analog_clock
switch,birdhouse,picket_fence,bell_cote,chime
macaque,geyser,Angora,white_wolf,Bedlington_terrier
milk_can,fox_squirrel,thimble,macaque,nail
sunglass,panpipe,balance_beam,tennis_ball,golf_ball
matchstick,projectile,rule,pinwheel,spatula
syringe,wall_clock,analog_clock,rule,projectile
ground_beetle,tiger_beetle,whiptail,isopod,slug
fox_squirrel,tabby,Egyptian_cat,lynx,wool
Egyptian_cat,lynx,snow_leopard,fox_squirrel,Persian_cat
nail,mailbox,parking_meter,switch,street_sign
black_grouse,brambling,Indian_cobra,partridge,golf_ball
coyote,hare,timber_wolf,Bedlington_terrier,macaque
black_grouse,meerkat,bustard,dhole,Indian_cobra
African_hunting_dog,langur,black_grouse,meerkat,cheetah
web_site,pole,ibex,bow,horizontal_bar
black_grouse,hartebeest,gazelle,bustard,prairie_chicken
black_grouse,black_stork,hare,prairie_chicken,dhole
dishwasher,spatula,letter_opener,cleaver,milk_can
hook,matchstick,black_grouse,syringe,chain_saw
weasel,fox_squirrel,nematode,brambling,kite
black_grouse,kite,black_stork,bustard,prairie_chicken
horned_viper,meerkat,banded_gecko,sidewinder,Indian_cobra
meerkat,horned_viper,mongoose,sidewinder,Egyptian_cat
bow,shovel,volleyball,whiptail,electric_ray
maypole,pole,Saluki,Arabian_camel,horizontal_bar
hartebeest,black_grouse,gazelle,hyena,prairie_chicken
screw,typewriter_keyboard,printer,assault_rifle,space_bar
electric_ray,lynx,fox_squirrel,isopod,snow_leopard
sidewinder,Indian_cobra,black_grouse,African_hunting_dog,cheetah
barn_spider,black_and_gold_garden_spider,projectile,tripod,knee_pad
black_grouse,fox_squirrel,black_stork,curly-coated_retriever,Kerry_blue_terrier
tripod,screw,assault_rifle,bow,hatchet
nail,screw,bow,black_and_gold_garden_spider,hook
projectile,missile,plunger,chime,hook
projectile,missile,torch,tripod,ibex
lynx,cheetah,timber_wolf,wood_rabbit,coyote
meerkat,weasel,black-footed_ferret,wild_boar,titi
seashore,sandbar,baseball,tennis_ball,lakeside
scabbard,nail,bathtub,slide_rule,plane
baseball,black_grouse,nematode,Saluki,horizontal_bar
speedboat,solar_dish,sandbar,airliner,hatchet
albatross,black_stork,water_ouzel,toucan,kite
green_mamba,eel,trilobite,thunder_snake,Indian_cobra
thimble,screw,spotlight,measuring_cup,nail
shower_curtain,black_widow,screw,hook,barn_spider
plastic_bag,black_widow,barn_spider,mosquito_net,shower_curtain
solar_dish,chime,tripod,prison,black_grouse
marmot,meerkat,isopod,chiton,fox_squirrel
assault_rifle,half_track,oxygen_mask,revolver,rifle
langur,sloth_bear,Madagascar_cat,polecat,fox_squirrel
chain_saw,scabbard,fountain_pen,assault_rifle,loupe
gong,chime,dugong,tennis_ball,Sealyham_terrier
gong,analog_clock,frying_pan,bolo_tie,barometer
gong,analog_clock,frying_pan,bolo_tie,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,barometer,analog_clock
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
gong,analog_clock,frying_pan,bolo_tie,barometer
bolo_tie,analog_clock,gong,frying_pan,barometer
bolo_tie,gong,analog_clock,barometer,frying_pan
bolo_tie,analog_clock,gong,frying_pan,barometer
gong,analog_clock,bolo_tie,barometer,frying_pan
analog_clock,bolo_tie,gong,frying_pan,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
gong,bolo_tie,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
gong,bolo_tie,analog_clock,frying_pan,barometer
bolo_tie,analog_clock,gong,frying_pan,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
analog_clock,gong,bolo_tie,barometer,pick
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
analog_clock,bolo_tie,gong,frying_pan,pick
bolo_tie,gong,frying_pan,barometer,analog_clock
gong,frying_pan,bolo_tie,analog_clock,loupe
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,pick
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,analog_clock,frying_pan,pick
analog_clock,gong,bolo_tie,barometer,pick
gong,bolo_tie,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,loupe
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,gong,analog_clock,barometer,pick
bolo_tie,analog_clock,gong,barometer,frying_pan
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,loupe
gong,analog_clock,bolo_tie,barometer,frying_pan
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
gong,analog_clock,frying_pan,bolo_tie,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,barometer,pick
gong,bolo_tie,analog_clock,frying_pan,barometer
gong,bolo_tie,analog_clock,barometer,frying_pan
bolo_tie,analog_clock,gong,frying_pan,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,analog_clock,gong,barometer,frying_pan
bolo_tie,frying_pan,gong,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,frying_pan,bolo_tie,analog_clock,loupe
gong,bolo_tie,frying_pan,analog_clock,loupe
gong,analog_clock,bolo_tie,barometer,frying_pan
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,barometer,analog_clock
gong,bolo_tie,frying_pan,analog_clock,loupe
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,bolo_tie,gong,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,pick
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,barometer,pick
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,loupe
gong,bolo_tie,analog_clock,barometer,frying_pan
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,barometer,frying_pan
bolo_tie,gong,analog_clock,barometer,frying_pan
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
bolo_tie,gong,analog_clock,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,bolo_tie,gong,frying_pan,pick
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,analog_clock,bolo_tie,barometer,frying_pan
gong,bolo_tie,analog_clock,frying_pan,barometer
bolo_tie,analog_clock,gong,barometer,frying_pan
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,barometer,analog_clock
gong,analog_clock,bolo_tie,barometer,frying_pan
gong,bolo_tie,analog_clock,frying_pan,barometer
analog_clock,bolo_tie,gong,pick,frying_pan
analog_clock,bolo_tie,gong,frying_pan,pick
gong,bolo_tie,frying_pan,analog_clock,pick
bolo_tie,analog_clock,gong,barometer,frying_pan
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
analog_clock,bolo_tie,gong,frying_pan,pick
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,analog_clock,gong,barometer,frying_pan
gong,frying_pan,analog_clock,bolo_tie,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,pick,barometer
bolo_tie,gong,frying_pan,barometer,analog_clock
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,barometer,analog_clock
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,barometer,frying_pan
gong,analog_clock,bolo_tie,barometer,frying_pan
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,analog_clock,bolo_tie,frying_pan,barometer
bolo_tie,gong,analog_clock,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,loupe
analog_clock,gong,bolo_tie,barometer,frying_pan
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,analog_clock,gong,frying_pan,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,analog_clock,frying_pan,bolo_tie,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,analog_clock,barometer,frying_pan
gong,frying_pan,bolo_tie,analog_clock,loupe
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,frying_pan,analog_clock,loupe
bolo_tie,gong,analog_clock,barometer,frying_pan
gong,bolo_tie,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
gong,bolo_tie,analog_clock,frying_pan,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,frying_pan,barometer
gong,bolo_tie,frying_pan,analog_clock,pick
gong,bolo_tie,frying_pan,analog_clock,barometer
analog_clock,gong,bolo_tie,barometer,frying_pan
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,nematode,horizontal_bar,digital_clock,lighter
matchstick,abaya,theater_curtain,nematode,horizontal_bar
gong,bolo_tie,frying_pan,analog_clock,pick
horizontal_bar,abaya,oboe,nematode,balance_beam
matchstick,nematode,horizontal_bar,abaya,digital_clock
horizontal_bar,abaya,oboe,matchstick,nematode
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,nematode,horizontal_bar,abaya,digital_clock
nematode,matchstick,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,oboe,matchstick,nematode
bolo_tie,gong,frying_pan,analog_clock,barometer
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
matchstick,abaya,theater_curtain,nematode,horizontal_bar
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
gong,bolo_tie,frying_pan,analog_clock,pick
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,nematode,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,matchstick,nematode,oboe
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,nematode,horizontal_bar,abaya,digital_clock
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,nematode,oboe,matchstick
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
bolo_tie,gong,frying_pan,analog_clock,barometer
matchstick,nematode,abaya,theater_curtain,digital_clock
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,matchstick,nematode,oboe
matchstick,abaya,theater_curtain,nematode,horizontal_bar
matchstick,nematode,abaya,theater_curtain,digital_clock
matchstick,nematode,abaya,horizontal_bar,oboe
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,matchstick,horizontal_bar,digital_clock,lighter
gong,analog_clock,frying_pan,bolo_tie,barometer
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
horizontal_bar,abaya,oboe,matchstick,nematode
nematode,matchstick,horizontal_bar,abaya,oboe
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
gong,bolo_tie,analog_clock,frying_pan,barometer
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,nematode,oboe,horizontal_bar
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,abaya,theater_curtain,nematode,horizontal_bar
gong,analog_clock,bolo_tie,barometer,frying_pan
nematode,matchstick,horizontal_bar,digital_clock,lighter
abaya,matchstick,theater_curtain,nematode,digital_clock
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,nematode,horizontal_bar,digital_clock,lighter
matchstick,nematode,abaya,horizontal_bar,oboe
nematode,abaya,theater_curtain,digital_clock,matchstick
analog_clock,gong,bolo_tie,barometer,frying_pan
matchstick,nematode,horizontal_bar,abaya,digital_clock
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,matchstick,horizontal_bar,digital_clock,lighter
gong,bolo_tie,frying_pan,analog_clock,loupe
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,nematode,oboe,matchstick
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,matchstick,nematode,oboe
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
analog_clock,bolo_tie,gong,frying_pan,pick
bolo_tie,gong,analog_clock,frying_pan,barometer
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,abaya,oboe
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,matchstick,horizontal_bar,abaya,oboe
nematode,matchstick,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,oboe,nematode,balance_beam
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
bolo_tie,analog_clock,gong,frying_pan,barometer
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,abaya,theater_curtain,nematode,horizontal_bar
horizontal_bar,abaya,oboe,matchstick,nematode
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
horizontal_bar,abaya,oboe,matchstick,nematode
bolo_tie,gong,frying_pan,analog_clock,barometer
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,nematode,abaya,theater_curtain,digital_clock
nematode,horizontal_bar,abaya,matchstick,theater_curtain
abaya,matchstick,theater_curtain,nematode,digital_clock
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
matchstick,abaya,nematode,oboe,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
gong,analog_clock,bolo_tie,barometer,pick
nematode,matchstick,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,oboe,nematode,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,abaya,theater_curtain,digital_clock,matchstick
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
bolo_tie,analog_clock,gong,frying_pan,barometer
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,matchstick,nematode,oboe
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
analog_clock,gong,bolo_tie,frying_pan,barometer
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,matchstick,horizontal_bar,abaya,oboe
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,abaya,theater_curtain,digital_clock,matchstick
abaya,horizontal_bar,oboe,matchstick,nematode
gong,bolo_tie,frying_pan,barometer,analog_clock
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,abaya,theater_curtain,nematode,horizontal_bar
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,nematode,abaya,horizontal_bar,oboe
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,oboe,nematode,balance_beam
gong,analog_clock,frying_pan,bolo_tie,barometer
nematode,matchstick,horizontal_bar,digital_clock,lighter
matchstick,nematode,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,abaya,matchstick,theater_curtain
horizontal_bar,abaya,oboe,matchstick,nematode
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
analog_clock,gong,bolo_tie,barometer,frying_pan
matchstick,nematode,horizontal_bar,digital_clock,lighter
horizontal_bar,abaya,matchstick,nematode,oboe
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,nematode,horizontal_bar,abaya,digital_clock
horizontal_bar,abaya,oboe,nematode,balance_beam
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,abaya,theater_curtain,nematode,horizontal_bar
matchstick,nematode,horizontal_bar,abaya,digital_clock
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
gong,bolo_tie,analog_clock,frying_pan,barometer
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,abaya,matchstick,theater_curtain
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,abaya,matchstick,theater_curtain
bolo_tie,analog_clock,gong,barometer,frying_pan
gong,bolo_tie,frying_pan,analog_clock,barometer
matchstick,nematode,horizontal_bar,abaya,digital_clock
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
horizontal_bar,abaya,matchstick,nematode,oboe
nematode,horizontal_bar,abaya,matchstick,theater_curtain
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
matchstick,abaya,theater_curtain,nematode,horizontal_bar
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
nematode,matchstick,horizontal_bar,digital_clock,lighter
gong,analog_clock,bolo_tie,frying_pan,barometer
nematode,matchstick,horizontal_bar,digital_clock,lighter
nematode,horizontal_bar,matchstick,digital_clock,balance_beam
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,analog_clock,gong,barometer,frying_pan
gong,bolo_tie,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,gong,frying_pan,analog_clock,barometer
bolo_tie,analog_clock,frying_pan,gong,barometer
gong,bolo_tie,frying_pan,analog_clock,barometer
hook,safety_pin,disk_brake,mouse,combination_lock
envelope,web_site,menu,iron,bell_cote
spatula,frying_pan,chain_saw,can_opener,hook
spatula,chain_saw,frying_pan,can_opener,hook
valley,alp,lakeside,seashore,promontory
wreck,steel_arch_bridge,nematode,fountain,fireboat
greenhouse,vault,palace,maze,viaduct
lakeside,valley,alp,modem,promontory
prayer_rug,jigsaw_puzzle,maze,alp,lakeside
maze,brain_coral,doormat,prayer_rug,honeycomb
spatula,chain_saw,frying_pan,can_opener,hook
envelope,binder,web_site,ski,tray
stethoscope,envelope,safety_pin,bow,harvestman
bow,nematode,safety_pin,stethoscope,hook
plate,stethoscope,Petri_dish,iPod,cassette
letter_opener,mouse,can_opener,bow,nematode
