Word-Id,Word-Text
b3c46705-638c-46b4-9d2f-44c466fe8d73,0
d69504cd-d98e-470b-9566-677d2a63e061,CPT-1-S-30
fb3cec03-7357-4e20-a301-b0c075857bcc,SILT:brown;
4888c7fb-1793-4e29-b9a0-9f4b13cee731,dry;
0417eb35-aa73-4952-b45f-72546498bd12,stiff;
2c7e74bc-f14c-486a-b62e-ec6dbf1b3872,low
2d229303-9f34-48e0-bf9b-7ad9cd1ecebf,plasticity.
9c15328a-3aec-409f-9e9b-ac48e39963ce,30
aa8949f8-9537-482d-a164-4afc8aab3e99,ML
4ec62076-1aa4-4343-a40f-90ea09368a0d,Portland
4198f37c-7a73-474b-b0ba-ce867ea0727e,Type
706f000c-ccf5-436e-b72a-17b567d90af9,I/II
643bf8fb-1c2f-4260-b0cb-6c2b28253863,30.5
1472e450-9d9b-4654-8ac5-d59629e3bab2,-
0cbe1552-5f33-4766-aa26-856e21fc9074,34.5
4d322500-79c1-483e-a98d-5a7570a08bc5,0
4973e4c6-5cc7-41fa-86c8-d26439254b07,CPT-1-S-35
52a17ff2-ac0c-41e1-b9b7-566dc3b89c28,SILT:
1c81d315-f317-4e09-b6c5-c2775e13cc75,brown;
67697f2e-c8b8-4e90-8b26-28af3c53ad62,dry;
670dc497-b7c1-4633-a5d1-3174465a5785,stiff;
ab26099d-60ab-40ef-ba7d-42a1b18d9092,low
531ea75a-c4c4-4e98-8270-b0ba6295aa37,plasticity.
e9805dc6-435b-4277-867f-4d2d3697a05d,35
64974560-eba8-4990-ba06-b3426b2212dd,ML
dacb4fc6-64f3-4e9b-9e96-127dfc943fd8,35.5
02e217fb-ca6c-40eb-9a80-0b42427a0671,-
9e52568a-d259-4ea0-83d8-381590757d75,39.5
142b16d5-c663-43a1-83e2-275e91eb25b6,0
c3031a0c-58ca-4b2a-adb5-21a7e0fc252d,CPT-1-S-40
e611ab56-2771-4e66-b995-6926cc56ab1c,SILT:light
fc32b6e3-68f1-4bc2-a4b4-cb1c5eff4a0d,brown;
0f1dbbdb-9902-44fd-bec0-785c91cd3f11,dry;
c92dacb0-4fa9-4e98-a16f-71bc95463739,stiff;
75ffe804-7e47-41e9-98f3-678e3a2f6b6f,low
27040d9f-159c-4e53-905f-a4d8e78fa3a3,plasticity.
09edf633-e1ec-4718-8a60-7f41f095f19a,40
7e417ddf-b11e-4dce-96ec-a7a42eebbcf7,ML
0e28e8fa-b62a-4acf-a759-1a3d5f2bf1b0,40.5
ec17a3c3-2d5a-4bd3-90ee-e50c58c604c8,Continued
b4796af4-eb07-4a58-b61b-2a40045f9bd8,Next
fedcd182-18a1-42a0-91f7-ea23321f69c6,Page
dce8091c-9e4b-4bff-a81c-6068343d3f90,PAGE
c6bc0755-fdd4-48e9-bc1a-07391b51a448,2
cd302e91-cfdb-42d7-85fe-bef051cda341,OF
f65c5ba6-e339-4360-bf8a-993027f94871,3
